gene	log2FC	p	padj	n
APOC2	0.358314750000001	0.00413039230268164	0.469759351982865	8
QDPR	-0.526040499999999	0.00414773009998029	0.469759351982865	8
GLT8D2	-0.3512005	0.00416902022561314	0.469759351982865	8
LOC441081	0.380594000000001	0.00421378153539211	0.469759351982865	8
PRELP	-1.423564	0.00421575252534007	0.469759351982865	8
GRAMD2B	-0.49846725	0.00421758680319592	0.469759351982865	8
MRPL20	-0.3741545	0.00422875813059588	0.469759351982865	8
MRPL20	-0.3741545	0.00422875813059588	0.469759351982865	8
GPD2	-0.62956075	0.00429025657593566	0.469759351982865	8
ERLIN2	-0.401877499999998	0.00430371701050809	0.469759351982865	8
CASK	0.7382905	0.0043176812513689	0.469759351982865	8
BSG	-0.397663749999999	0.00434372082566301	0.469759351982865	8
STK17B	-0.937928749999999	0.0043573337135214	0.469759351982865	8
EMP2	-0.8607605	0.00436112593211379	0.469759351982865	8
PRODH2	0.378801000000001	0.00438544901772591	0.469759351982865	8
PARP9	-0.45953525	0.00440423703663648	0.469759351982865	8
GUCY1B1	-1.198453	0.00442271154398939	0.469759351982865	8
THSD7A	-0.503547499999999	0.00442400250997772	0.469759351982865	8
HOXA2	0.676287750000001	0.00444891277621247	0.469759351982865	8
IMPA2	-0.428915999999999	0.0045211450076457	0.469759351982865	8
BDKRB2	-0.710769749999999	0.00454099703341572	0.469759351982865	8
EMC8	-0.404845749999999	0.00455081990050736	0.469759351982865	8
ENPP1	-1.2971335	0.00457676141666628	0.469759351982865	8
PRKXP1	-0.918293	0.00457795351089201	0.469759351982865	8
ACP5	-0.91580425	0.00458122926298035	0.469759351982865	8
RUSC1-AS1	-0.423991749999999	0.00459428896053577	0.469759351982865	8
LAMTOR4	-0.456134499999999	0.0046720450030626	0.469759351982865	8
IGSF10	-1.77867975	0.00469644912650701	0.469759351982865	8
HCFC2	-0.409417999999999	0.00471553196750832	0.469759351982865	8
C4orf33	-0.543245499999999	0.00472122644961652	0.469759351982865	8
ZNF560	0.419394	0.00474076361907334	0.469759351982865	8
RBM28	-0.387739499999999	0.00475861743804616	0.469759351982865	8
ALDH3A2	-0.74916	0.00478357997473255	0.469759351982865	8
ITIH5	0.44013925	0.00480986640094068	0.469759351982865	8
ST6GALNAC2	-0.85667325	0.00481757256547509	0.469759351982865	8
ST6GALNAC2	-0.85667325	0.00481757256547509	0.469759351982865	8
TMEM50A	-0.458921499999999	0.0048618421190104	0.469759351982865	8
MITF	-0.799442999999998	0.00491652552139732	0.469759351982865	8
LOC105377139	0.414484500000001	0.00491965864462075	0.469759351982865	8
SCUBE2	-0.983804249999999	0.0049468552224281	0.469759351982865	8
SLC25A18	-0.52819325	0.0049528514503186	0.469759351982865	8
METTL25	-0.3848745	0.00496208687215385	0.469759351982865	8
SNORD32B	0.361785750000001	0.00496377578866085	0.469759351982865	8
TXN2	-0.36948	0.00497348920284996	0.469759351982865	8
ARHGEF3	-0.773782749999999	0.00497499047013895	0.469759351982865	8
